original_painting #,original_title,original_date created,original_place created,original_patron origin,original_patron,original_patron type,original_genre,lat,lon,formatted,district,postcode,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
28,Gozzi Altarpiece,1520,Venice,Ancona,San Francesco ad Alto,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
29,"Madonna and Child with SS. Stephen, Jerome, and Maurice",1520,Venice,Ferrara,Alfonso I d'Este,private,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
30,"Madonna and Child with SS. Stephen, Jerome, and Maurice",1520,Venice,Venice,unknown,private,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
31,Madonna and Child with St. Anthony Abbot and the Infant Baptist,1520,Venice,Venice,unknown,unknown,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
32,Gentleman,1520,Venice,Mantua,Gonzaga,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
33,Man with a Glove,1520,Venice,Mantua,Gonzaga,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
34,Resurrection Altarpiece,1520,Venice,Venice?,SS. Nasaro e Celso,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
35,Bacchus and Ariadne,1520,Venice,Ferrara,Alfonso I d'Este,private,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
36,"Madonna and Child with SS. Catherine, Nicholas, Peter, Sebastian, Francis, and Anthony of Padua",1520,Venice,Venice,San Niccolò dei Frari,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
37,Bust of Christ,1520,Venice,Venice,unknown,private,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
38,Laura dei Dianti,1523,Venice,Ferrara,Alfonso I d'Este,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
39,Portrait of Federico II Gonzaga,1523,Venice,Mantua,Gonzaga,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
40,Madonna and Child with Angels,1523,Venice,Venice,Ducal Palace,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
41,St. Christopher,1523,Venice,Venice,Ducal Palace,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
42,St. Christopher,1523,Venice,Venice,Ducal Palace,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
43,Alfonso d'Este,1523,Venice,Ferrara,Alfonso I d'Este,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
44,The Bacchanal of the Andrians,1523,Venice,Ferrara,Alfonso I d'Este,private,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
45,Venus Anadyomene,1525,Venice,Ferrara,unknown,private,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
46,Death of St. Peter Martyr,1526,Venice,Venice,SS. Giovanni e Paolo,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47,Entombment,1526,Venice,Mantua,Gonzaga,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
48,Charles V with Drawn Sword (lost),1530,Venice,Augsburg/Spain,Charles V,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
49,The Aldobrandini Madonna,1530,Venice,Ferrara,Alfonso I d'Este,private,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
50,Madonna and Child with St. Catherine and a Rabbit,1530,Venice,Mantua,Gonzaga,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
51,Annunciation,1530,Venice,Venice,Scuola di San Rocco,Church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52,"Gregorio Vecellio, Titian's Father (presumed)",1530,Venice,Venice,unknown,unknown,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
53,St. Jerome in Penitence,1531,Venice,Mantua,Gonzaga,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54,Supper at Emmaus,1531,Venice,Venice,Ducal Palace,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55,Madonna and Child with Four Saints and Andrea Gritti and Donor (destroyed),1531,Venice,Venice,Ducal Palace,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
56,Andrea dei Franceschi (Detroit version),1532,Venice,Venice,Andrea dei Franceschi,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
57,Nativity (ruined),1532,Venice,Urbino/Pesaro,"Francesco Maria I Della Rovere, Duke of Urbino",government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
58,Hannibal,1532,Venice,Urbino/Pesaro,"Francesco Maria I Della Rovere, Duke of Urbino",government,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
59,Charles V with a Hound,1533,Bologna,Augsburg/Spain,Charles V,government,portrait,44.4938203,11.3426327,"Bologna, BO, Italy",,,Bologna,Bologna,BO,Emilia-Romagna,EMI,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
60,"Alfonso d'Avalos, Marchese del Vasto, with Page",1533,Bologna,Milan,Alfonso d'Avalos,private,portrait,44.4938203,11.3426327,"Bologna, BO, Italy",,,Bologna,Bologna,BO,Emilia-Romagna,EMI,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
61,Ippolito dei Medici,1533,Bologna,Rome,Medici,private,portrait,44.4938203,11.3426327,"Bologna, BO, Italy",,,Bologna,Bologna,BO,Emilia-Romagna,EMI,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
62,St. Mary Magdalene in Penitence,1533,Venice,Urbino/Pesaro,"Francesco Maria I Della Rovere, Duke of Urbino",government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
63,Portrait of Isabella d'Este,1534,Venice,Ferrara,d'Este,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
64,Presentation of the Virgin,1534,Venice,Venice,Accademia,museum,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
65,Presentation of the Virgin,1534,Venice,Venice,Ducal Palace,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
66,Jupiter and Antiope (Pardo Venus),1534,Venice,Spain,Philip II,government,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
67,Supper at Emmaus,1535,Venice,Mantua,Nicola Maffei,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
68,Rest on the flight into Egypt,1535,Venice,Padua,Assonica,private,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
69,Assumption of the Virgin,1535,Venice,Verona,Duomo di Verona,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
70,Portrait of Giulio Romano,1536,Venice,Mantua,Giulio Romano,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
71,La Bella,1536,Venice,Urbino/Pesaro,"Francesco Maria I Della Rovere, Duke of Urbino",government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
72,"Franceso Maria I della Rovere, Duke of Urbino",1536,Venice,Pesaro,"Francesco Maria I della Rovere, Duke of Urbino",government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73,"Eleanora Gonzaga della Rovere, Duchess of Urbino",1536,Venice,Pesaro,"Francesco Maria I della Rovere, Duke of Urbino",government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
74,Cardinal Georges d'Armagnac and His Secretary Guillaume Philandrier,1536,Venice,Venice,Georges d'Armagnac,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75,"Roman Emperors (12 works, lost)",1536,Venice,Mantua,Gonzaga,government,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76,Pietro Aretino,1537,Venice,Venice,Francesco Marcolini,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
77,The Battle of Cadore (Lost),1537,Venice,Venice,Ducal Palace,government,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
78,Portrait of Francis I (sketch),1538,Venice,Paris,Francis I,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
79,Venus of Urbino,1538,Venice,Urbino/Pesaro,Duke of Urbino,government,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80,Portrait of Francesco Filetto and Son,1538,Venice,Venice,Francesco Filetto,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
81,Francesco Filetto and His Son (presumed; single canvas cut in two),1538,Venice,Venice,Giustiniani,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82,Francis I,1539,Venice,France,Pietro Aretino,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
83,Allocution of Alfonso d'Avalos,1539,Milan,Milan,Alfonso d'Avalos,private,portrait,45.4641943,9.1896346,"Milan, Lombardy, Italy",,,Milan,Milan,,Lombardy,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
84,Allegory of Marriage (or Allegory of the Marchese del Vasto),1540,Venice,Milan,Alfonso d'Avalos,private,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
85,Portrait of Vincenzo Capello,1540,Venice,Venice,Vincenzo Capello,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
86,Portrait of Cardinal Pietro Bembo,1540,Venice,Venice,,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
87,"Portrait of Ranuccio Farnese, as King of Malta",1542,Venice,Rome,Farnese,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
88,Portrait of Clarissa Strozzi,1542,Venice,Rome,Strozzi,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
89,"Portrait of Niccolo Marcello, Doge of Venice",1542,Venice,Venice,Niccolo Marcello,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
90,St. John the Baptist,1542,Venice,Venice,Santa Maria Maggiore,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
91,Madonna and Child Appearing to SS. Peter and Andrew,1542,Venice,Serravalle,Santa Maria Nuova,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
92,"Portrait of Paul III, Without a Cap",1543,Bologna,Rome,Farnese,private,portrait,44.4938203,11.3426327,"Bologna, BO, Italy",,,Bologna,Bologna,BO,Emilia-Romagna,EMI,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
93,Ecce Homo,1543,Venice,Venice,Giovanni d'Anna,private,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
94,"Ceiling paintings for Cain slaying Abel, Sacrifice of Abraham, and David Slaying Goliath, along with the roundels of the Evangelists and the Fathers of the Church",1543,Venice,Venice,Santo Spirito,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
95,Vendramin family,1543,Venice,Venice,Gabriel Vendramin,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
96,Madonna and Child with SS. Peter and Paul,1543,Venice,Treviso,"San Fior, Castello di Roganzuolo",church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
97,Portrait of Sperone Speroni,1544,Venice,Venice,Speroni,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
98,Empress Isabella (lost),1544,Venice,Augsburg,Charles V,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
99,Vision of St. John the Evangelist on Patmos,1544,Venice,Venice,Scuola di San Giovanni Evangelista,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
100,Portrait of Pietro Aretino,1545,Venice,Florence,Medici,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
101,Descent of the Holy Ghost,1545,Venice,Venice,Santo Spirito,church,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
102,Portrait of Cardinal Alessandro Farnese,1545,Rome,Rome,Alessandro Farnese,private,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
103,Portrait of Sixtus IV,1545,Rome,Rome,Sixtus IV,pope,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
104,Portrait of Francesco Savorgnan della Torre,1545,Venice,Venice,Francesco Savorgnan della Torre,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
105,Portrait of Paul III with Cap (Camauro),1545,Rome,Rome,Farnese,private,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
106,Portrait of Cardinal Pietro Bembo,1545,Rome,Rome,Farnese,private,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
107,Portrait of Paul III with Cap,1545,Rome?,Rome,Farnese,private,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
108,Danae with Cupid,1545,Venice,Rome,Cardinal Alessandro Farnese,private,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
109,Portrait of a Girl,1545,Rome,Rome,Farnese,private,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
110,Portrait of Julius II (after Raphael),1545,Rome,Urbino/Pesaro,Duke of Urbino,government,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
111,Portrait of Martino Pasqualigo,1545,Venice,Venice?,Martino Pasqualigo,private,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
112,"Portrait of Giulia Varano della Rovere, Duchess of Urbino",1545,Venice,Urbino/Pesaro,Duke of Urbino,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
113,Portrait of Paul III and his Grandsons,1546,Rome,Rome,Farnese,private,portrait,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
114,Pierluigi Farnese and Standard Bearer,1546,Piacenza/Venice,Rome/Parma,Farnese,private,portrait,45.045211,9.704932,"Piacenza (Piacenza), PC, Italy",Piacenza,,Piacenza,Piacenza,PC,Emilia-Romagna,EMI,Italy,it,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
115,Doge Andrea Gritti,1546,Venice,Venice,Ducal Palace,government,portrait,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
116,Ecce Homo,1547,Venice,Augsburg,Charles V,government,religious,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
117,Charles V in Armour with Baton,1548,Augsburg,Augsburg,Charles V,government,portrait,,,,,,,,,,,,,,,,,
118,Charles V at Muhlberg,1548,Augsburg,Augsburg,Charles V,government,portrait,,,,,,,,,,,,,,,,,
119,Charles V and Empress Isabella,1548,Augsburg,Augsburg,Charles V,government,portrait,,,,,,,,,,,,,,,,,
120,Empress Isabella,1548,Augsburg,Augsburg,Charles V,government,portrait,,,,,,,,,,,,,,,,,
121,Venus and Cupid with an Organist,1548,Venice,Augsburg,gift to Charles V,government,myth,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
122,Antoine Perrenot de Granvelle,1548,Augsburg,Besançon,Antoine Perrenot de Granvelle,private,portrait,,,,,,,,,,,,,,,,,
